attempt,nodes,edges,n,distance,local_searcher-local_nodes,local_searcher-remote_nodes,remote_searcher-local_nodes,remote_searcher-remote_nodes,local_searcher-local_nodes-transitive,local_searcher-remote_nodes-transitive,remote_searcher-local_nodes-transitive,remote_searcher-remote_nodes-transitive
22,100,300,4,3,56,229374,26583,18692,31,49530,23542,30212
22,100,300,8,3,56,229374,26583,18692,378,60568,36616,54981
22,100,300,12,3,56,229374,26583,18692,64,57997,39956,51247
22,100,300,16,3,56,229374,26583,18692,168,62604,28216,53581
23,100,300,4,4,26,156029,23083,20941,12,32322,23260,17187
23,100,300,8,4,26,156029,23083,20941,79,56227,29552,50857
23,100,300,12,4,26,156029,23083,20941,107,58282,31206,55228
23,100,300,16,4,26,156029,23083,20941,168,61926,22459,41040
24,100,300,4,3,149,353630,29937,24071,137,48407,30745,39655
24,100,300,8,3,149,353630,29937,24071,74,55983,29410,48961
24,100,300,12,3,149,353630,29937,24071,46,60369,30785,49524
24,100,300,16,3,149,353630,29937,24071,63,28520,12328,37305
25,100,300,4,4,79,238334,260185,21525,61,30008,17681,21456
25,100,300,8,4,79,238334,260185,21525,96,58274,16370,51031
25,100,300,12,4,79,238334,260185,21525,68,60827,19991,57939
25,100,300,16,4,79,238334,260185,21525,53,66047,16276,49734
26,100,300,4,4,235,687338,33898,34635,37,36873,28877,36511
26,100,300,8,4,235,687338,33898,34635,384,68827,23621,521274
26,100,300,12,4,235,687338,33898,34635,343,83714,51921,57313
26,100,300,16,4,235,687338,33898,34635,107,60337,30550,138372
27,100,300,4,5,523,2054379,31856,44864,4217,2246449,31605,275141
27,100,300,8,5,523,2054379,31856,44864,54,28159,23414,51018
27,100,300,12,5,523,2054379,31856,44864,178,62075,27543,52840
27,100,300,16,5,523,2054379,31856,44864,113,56434,30309,49132
28,100,300,4,5,86,661999,27543,34209,1011,1544356,32219,127399
28,100,300,8,5,86,661999,27543,34209,66,27411,17798,24157
28,100,300,12,5,86,661999,27543,34209,71,55903,27037,56593
28,100,300,16,5,86,661999,27543,34209,66,60226,29717,49905
29,100,300,4,5,147,908328,269146,46062,4846,2127823,43385,260468
29,100,300,8,5,147,908328,269146,46062,183,30699,15557,32236
29,100,300,12,5,147,908328,269146,46062,100,62459,28916,51165
29,100,300,16,5,147,908328,269146,46062,145,62166,28674,51407
30,100,300,4,4,200,670287,27278,32536,33,45294,27439,34328
30,100,300,8,4,200,670287,27278,32536,171,64162,33283,51171
30,100,300,12,4,200,670287,27278,32536,152,71257,27756,55639
30,100,300,16,4,200,670287,27278,32536,152,61716,27472,51184
31,100,300,4,3,64,151606,30376,18221,88,42593,30063,27493
31,100,300,8,3,64,151606,30376,18221,46,62211,27551,53054
31,100,300,12,3,64,151606,30376,18221,236,63729,27223,51472
31,100,300,16,3,64,151606,30376,18221,170,58309,30612,49292
32,100,300,4,4,132,490305,260895,27698,30,36907,16516,47573
32,100,300,8,4,132,490305,260895,27698,167,30001,15710,27927
32,100,300,12,4,132,490305,260895,27698,151,64327,16407,51669
32,100,300,16,4,132,490305,260895,27698,167,60696,18976,51119
33,100,300,4,5,219,825641,23298,14917,1322,1713865,33978,217961
33,100,300,8,5,219,825641,23298,14917,160,28941,26174,46974
33,100,300,12,5,219,825641,23298,14917,164,61596,26907,51658
33,100,300,16,5,219,825641,23298,14917,163,62530,28205,51737
34,100,300,4,2,35,63481,22817,15635,60,41554,26117,30895
34,100,300,8,2,35,63481,22817,15635,129,59702,27200,52830
34,100,300,12,2,35,63481,22817,15635,64,60916,23975,53346
34,100,300,16,2,35,63481,22817,15635,96,62570,22673,38800
35,100,300,4,-1,392,1284753,34553,50975,4758,2580236,33244,235028
35,100,300,8,-1,392,1284753,34553,50975,8771,4429726,34204,497647
35,100,300,12,-1,392,1284753,34553,50975,13695,4399796,40688,542669
35,100,300,16,-1,392,1284753,34553,50975,6420,4360546,45812,523150
36,100,300,4,5,127,867091,24861,40826,1641,1891167,32018,221381
36,100,300,8,5,127,867091,24861,40826,49,29179,26146,42707
36,100,300,12,5,127,867091,24861,40826,52,60790,29319,42930
36,100,300,16,5,127,867091,24861,40826,110,65066,26224,42070
37,100,300,4,4,75,783486,25439,19436,66,102682,23873,32078
37,100,300,8,4,75,783486,25439,19436,84,58265,26467,40098
37,100,300,12,4,75,783486,25439,19436,48,46327,26545,40477
37,100,300,16,4,75,783486,25439,19436,92,40842,27127,32070
38,100,300,4,0,4,2,12851,10328,4,21964,10419,13378
38,100,300,8,0,4,2,12851,10328,4,20994,10538,12206
38,100,300,12,0,4,2,12851,10328,18,21283,10613,11278
38,100,300,16,0,4,2,12851,10328,5,23145,10147,12815
39,100,300,4,5,61,603328,26718,19016,702,1280823,255958,145241
39,100,300,8,5,61,603328,26718,19016,80,28375,18196,25580
39,100,300,12,5,61,603328,26718,19016,61,66505,19010,48788
39,100,300,16,5,61,603328,26718,19016,91,61102,16343,50325
0,100,350,4,4,242,299536,31501,23615,230,38398,23565,25262
0,100,350,8,4,242,299536,31501,23615,340,63579,32694,52581
0,100,350,12,4,242,299536,31501,23615,483,62719,30206,54374
0,100,350,16,4,242,299536,31501,23615,486,65341,26954,51400
1,100,350,4,3,89,142829,31134,15011,226,35137,26446,25774
1,100,350,8,3,89,142829,31134,15011,332,60462,29950,49978
1,100,350,12,3,89,142829,31134,15011,293,58507,25724,52347
1,100,350,16,3,89,142829,31134,15011,300,28375,26102,54299
2,100,350,4,4,83,287611,30329,21702,78,33528,29537,22643
2,100,350,8,4,83,287611,30329,21702,289,57492,28395,51464
2,100,350,12,4,83,287611,30329,21702,263,59887,32801,51560
2,100,350,16,4,83,287611,30329,21702,166,57411,26525,51217
3,100,350,4,-1,360,1163145,261912,47237,5584,2988688,33273,237541
3,100,350,8,-1,360,1163145,261912,47237,9584,4716161,43911,557811
3,100,350,12,-1,360,1163145,261912,47237,6626,5554933,40451,572317
3,100,350,16,-1,360,1163145,261912,47237,9330,4647623,41752,570328
4,100,350,4,0,4,2,12042,10690,341,26043,24586,34513
4,100,350,8,0,4,2,12042,10690,67,61566,29328,52924
4,100,350,12,0,4,2,12042,10690,76,60161,31113,55481
4,100,350,16,0,4,2,12042,10690,58,65746,32040,51946
5,100,350,4,1,9,20240,17628,12018,39,44177,26203,32455
5,100,350,8,1,9,20240,17628,12018,57,63872,27356,52598
5,100,350,12,1,9,20240,17628,12018,70,62173,26960,53537
5,100,350,16,1,9,20240,17628,12018,84,61985,26802,51487
6,100,350,4,2,8,31602,27403,12735,44,33088,22442,21517
6,100,350,8,2,8,31602,27403,12735,82,61512,31031,43122
6,100,350,12,2,8,31602,27403,12735,75,65296,30691,53636
6,100,350,16,2,8,31602,27403,12735,60,64116,31012,53748
7,100,350,4,4,85,546748,30737,34116,39,41530,24755,36195
7,100,350,8,4,85,546748,30737,34116,76,62034,270748,57582
7,100,350,12,4,85,546748,30737,34116,69,60112,22494,50876
7,100,350,16,4,85,546748,30737,34116,88,58666,15764,53264
8,100,350,4,5,102,738497,23625,41317,1275,1815809,33453,234734
8,100,350,8,5,102,738497,23625,41317,71,32057,29496,53345
8,100,350,12,5,102,738497,23625,41317,58,64766,26860,53343
8,100,350,16,5,102,738497,23625,41317,56,62404,29363,53170
9,100,350,4,3,13,81247,23185,14897,33,28688,27796,18699
9,100,350,8,3,13,81247,23185,14897,96,57603,26515,47286
9,100,350,12,3,13,81247,23185,14897,87,57160,29755,51409
9,100,350,16,3,13,81247,23185,14897,101,62425,32926,51446
10,100,350,4,5,86,618988,23790,29103,1207,1541214,31855,247631
10,100,350,8,5,86,618988,23790,29103,162,31101,34654,56085
10,100,350,12,5,86,618988,23790,29103,72,64574,28219,55914
10,100,350,16,5,86,618988,23790,29103,88,68016,37965,56008
11,100,350,4,4,49,543668,27747,36197,37,41009,27444,31907
11,100,350,8,4,49,543668,27747,36197,61,62346,31571,53631
11,100,350,12,4,49,543668,27747,36197,77,59679,22704,55420
11,100,350,16,4,49,543668,27747,36197,125,63533,27567,51273
12,100,350,4,-1,25,21256,14865,12869,6,21759,27254,10746
12,100,350,8,-1,25,21256,14865,12869,8,21337,12788,12740
12,100,350,12,-1,25,21256,14865,12869,7,21405,12415,10885
12,100,350,16,-1,25,21256,14865,12869,7,21228,16810,12725
13,100,350,4,4,183,514495,23345,31807,40,42840,35055,31573
13,100,350,8,4,183,514495,23345,31807,78,27736,17147,42760
13,100,350,12,4,183,514495,23345,31807,69,61592,27777,52730
13,100,350,16,4,183,514495,23345,31807,75,60943,27634,52306
14,100,350,4,4,72,610224,254331,36402,59,44839,16653,36621
14,100,350,8,4,72,610224,254331,36402,57,62290,16294,51999
14,100,350,12,4,72,610224,254331,36402,56,57373,18944,52892
14,100,350,16,4,72,610224,254331,36402,96,60173,18893,47631
15,100,350,4,5,117,906441,33049,41404,1857,1997609,33394,196641
15,100,350,8,5,117,906441,33049,41404,98,27956,22912,19695
15,100,350,12,5,117,906441,33049,41404,178,54844,25033,51377
15,100,350,16,5,117,906441,33049,41404,73,49338,27123,51181
16,100,350,4,3,25,106540,28603,30969,29,24558,22547,23367
16,100,350,8,3,25,106540,28603,30969,101,55499,27670,53414
16,100,350,12,3,25,106540,28603,30969,82,49268,31390,51172
16,100,350,16,3,25,106540,28603,30969,83,52207,33464,51150
17,100,350,4,2,14,84717,27961,14713,41,39005,29995,35574
17,100,350,8,2,14,84717,27961,14713,59,51475,30456,54597
17,100,350,12,2,14,84717,27961,14713,60,52242,31241,53035
17,100,350,16,2,14,84717,27961,14713,70,53981,29025,19733
18,100,350,4,3,17,149684,24982,16786,33,36356,25533,25768
18,100,350,8,3,17,149684,24982,16786,83,57717,22979,49428
18,100,350,12,3,17,149684,24982,16786,62,51314,22948,33827
18,100,350,16,3,17,149684,24982,16786,56,54837,24048,53155
19,100,350,4,4,65,203624,29425,18998,22,30233,27764,21154
19,100,350,8,4,65,203624,29425,18998,57,51848,24741,51297
19,100,350,12,4,65,203624,29425,18998,105,49534,27014,53630
19,100,350,16,4,65,203624,29425,18998,75,57674,31915,52583
20,100,350,4,4,45,526012,30016,13920,36,26245,17026,16792
20,100,350,8,4,45,526012,30016,13920,124,34266,24898,57570
20,100,350,12,4,45,526012,30016,13920,76,64376,23118,55549
20,100,350,16,4,45,526012,30016,13920,56,60276,22778,55421
21,100,350,4,1,8,23425,34006,12940,41,43399,22691,38399
21,100,350,8,1,8,23425,34006,12940,98,60242,22912,50949
21,100,350,12,1,8,23425,34006,12940,72,64743,25114,51356
21,100,350,16,1,8,23425,34006,12940,106,59966,25574,55032
22,100,350,4,4,43,512814,29851,31289,38,41330,23682,31529
22,100,350,8,4,43,512814,29851,31289,121,66305,26853,53663
22,100,350,12,4,43,512814,29851,31289,76,58349,28830,51815
22,100,350,16,4,43,512814,29851,31289,116,62409,28992,53052
23,100,350,4,5,123,1108072,27645,50634,2352,3092103,31768,308286
23,100,350,8,5,123,1108072,27645,50634,89,29562,29123,47232
23,100,350,12,5,123,1108072,27645,50634,58,58017,24958,51188
23,100,350,16,5,123,1108072,27645,50634,59,60987,31200,55423
24,100,350,4,4,66,689655,30028,35487,38,28705,28668,36577
24,100,350,8,4,66,689655,30028,35487,71,60062,31329,53203
24,100,350,12,4,66,689655,30028,35487,64,63354,31487,52498
24,100,350,16,4,66,689655,30028,35487,49,62367,26849,51634
25,100,350,4,6,89,1053065,27266,46745,952,1616324,30960,263579
25,100,350,8,6,89,1053065,27266,46745,78,30539,30769,50973
25,100,350,12,6,89,1053065,27266,46745,56,49334,29434,53944
25,100,350,16,6,89,1053065,27266,46745,68,49637,24548,53505
26,100,350,4,5,75,1086596,23240,21037,1481,2308138,37714,331370
26,100,350,8,5,75,1086596,23240,21037,71,27738,16044,57762
26,100,350,12,5,75,1086596,23240,21037,108,58371,37433,52576
26,100,350,16,5,75,1086596,23240,21037,95,61244,25762,52701
27,100,350,4,5,64,821404,25481,42975,1174,2069125,35889,238897
27,100,350,8,5,64,821404,25481,42975,84,64281,29169,55785
27,100,350,12,5,64,821404,25481,42975,69,63915,29700,53375
27,100,350,16,5,64,821404,25481,42975,106,62441,31028,53201
28,100,350,4,3,34,98272,27673,14754,23,34631,27676,25255
28,100,350,8,3,34,98272,27673,14754,49,60190,34592,56420
28,100,350,12,3,34,98272,27673,14754,81,68843,23267,53399
28,100,350,16,3,34,98272,27673,14754,158,63612,27160,53169
29,100,350,4,-1,8,21436,12787,12517,4,22034,16449,10857
29,100,350,8,-1,8,21436,12787,12517,4,23482,14773,10747
29,100,350,12,-1,8,21436,12787,12517,4,21406,14731,10809
29,100,350,16,-1,8,21436,12787,12517,6,21569,18460,10733
30,100,350,4,4,62,492956,26170,29337,45,39168,25326,29639
30,100,350,8,4,62,492956,26170,29337,77,60028,23272,52867
30,100,350,12,4,62,492956,26170,29337,71,70877,27370,51038
30,100,350,16,4,62,492956,26170,29337,105,62331,27105,53427
31,100,350,4,5,100,618929,260303,34371,1040,1394266,31207,239205
31,100,350,8,5,100,618929,260303,34371,71,28075,16730,21188
31,100,350,12,5,100,618929,260303,34371,268,52031,24378,53358
31,100,350,16,5,100,618929,260303,34371,58,53360,27720,55243
32,100,350,4,5,83,982324,37090,42141,1486,2252007,35283,333142
32,100,350,8,5,83,982324,37090,42141,70,27825,14580,23926
32,100,350,12,5,83,982324,37090,42141,58,77547,30870,55428
32,100,350,16,5,83,982324,37090,42141,91,55898,26962,51240
33,100,350,4,4,88,745308,27404,35198,51,44979,26785,38658
33,100,350,8,4,88,745308,27404,35198,48,63310,26245,51773
33,100,350,12,4,88,745308,27404,35198,68,59755,24858,53835
33,100,350,16,4,88,745308,27404,35198,51,66164,26760,16925
34,100,350,4,-1,7,21092,17241,14904,5,23659,16876,10761
34,100,350,8,-1,7,21092,17241,14904,5,21284,16652,30048
34,100,350,12,-1,7,21092,17241,14904,5,21382,16821,13017
34,100,350,16,-1,7,21092,17241,14904,4,21544,17403,12092
35,100,350,4,4,51,534136,27274,25492,56,41278,31208,30235
35,100,350,8,4,51,534136,27274,25492,69,59797,32484,52424
35,100,350,12,4,51,534136,27274,25492,54,58374,24686,53290
35,100,350,16,4,51,534136,27274,25492,51,60840,24389,53509
36,100,350,4,4,96,668350,27469,34524,35,45195,27831,40093
36,100,350,8,4,96,668350,27469,34524,596,61417,23267,53033
36,100,350,12,4,96,668350,27469,34524,85,60044,22696,51665
36,100,350,16,4,96,668350,27469,34524,70,60185,24789,51466
37,100,350,4,5,94,813992,33303,40481,1865,2750525,142765,352265
37,100,350,8,5,94,813992,33303,40481,82,62563,142249,58332
37,100,350,12,5,94,813992,33303,40481,76,147632,25560,58758
37,100,350,16,5,94,813992,33303,40481,58,177149,26590,53314
38,100,350,4,3,28,260518,29572,21971,58,36448,27986,30928
38,100,350,8,3,28,260518,29572,21971,69,47894,28951,43152
38,100,350,12,3,28,260518,29572,21971,66,34859,29312,48272
38,100,350,16,3,28,260518,29572,21971,88,32950,26780,43874
39,100,350,4,4,55,389630,35442,25620,27,26257,16312,23706
39,100,350,8,4,55,389630,35442,25620,55,53093,27905,45041
39,100,350,12,4,55,389630,35442,25620,86,25861,35816,44908
39,100,350,16,4,55,389630,35442,25620,55,36263,27143,43170
0,100,400,4,5,552,1002932,44356,43033,8227,2698290,34992,359741
0,100,400,8,5,552,1002932,44356,43033,378,65883,30302,56066
0,100,400,12,5,552,1002932,44356,43033,387,63287,26911,52702
0,100,400,16,5,552,1002932,44356,43033,309,64412,28370,53509
1,100,400,4,3,177,340211,40112,12836,362,29085,25986,40694
1,100,400,8,3,177,340211,40112,12836,289,59685,26401,57750
1,100,400,12,3,177,340211,40112,12836,339,64695,28302,53346
1,100,400,16,3,177,340211,40112,12836,663,62622,31097,55590
2,100,400,4,4,185,468695,25262,25518,98,41333,28896,30205
2,100,400,8,4,185,468695,25262,25518,277,63993,26967,53829
2,100,400,12,4,185,468695,25262,25518,257,64599,29434,57564
2,100,400,16,4,185,468695,25262,25518,271,65534,29654,59208
3,100,400,4,6,184,1136856,264008,52813,3458,2768924,38145,319439
3,100,400,8,6,184,1136856,264008,52813,141,30295,26399,46929
3,100,400,12,6,184,1136856,264008,52813,104,31153,27397,51412
3,100,400,16,6,184,1136856,264008,52813,141,61464,26853,53566
4,100,400,4,1,8,21079,16395,12788,53,39323,27460,31811
4,100,400,8,1,8,21079,16395,12788,110,64659,24175,53310
4,100,400,12,1,8,21079,16395,12788,99,62169,25184,54856
4,100,400,16,1,8,21079,16395,12788,124,66846,26222,53247
5,100,400,4,3,83,315355,23108,21223,69,50206,28848,41353
5,100,400,8,3,83,315355,23108,21223,364,58695,24410,51833
5,100,400,12,3,83,315355,23108,21223,157,33650,26447,21608
5,100,400,16,3,83,315355,23108,21223,193,60221,29187,54942
6,100,400,4,-1,221,1147075,262573,52263,5398,3352255,40246,352659
6,100,400,8,-1,221,1147075,262573,52263,8937,5021869,42002,587549
6,100,400,12,-1,221,1147075,262573,52263,7037,4677366,41165,599755
6,100,400,16,-1,221,1147075,262573,52263,5128,4996245,31611,604262
7,100,400,4,3,32,230387,26986,19488,112,46706,29362,36843
7,100,400,8,3,32,230387,26986,19488,246,64113,24409,51757
7,100,400,12,3,32,230387,26986,19488,135,64269,30693,55461
7,100,400,16,3,32,230387,26986,19488,105,62188,26889,55526
8,100,400,4,-1,145,1217832,28922,52061,2986,2798314,37790,301087
8,100,400,8,-1,145,1217832,28922,52061,4322,3842306,33699,549083
8,100,400,12,-1,145,1217832,28922,52061,4012,4702041,42074,633321
8,100,400,16,-1,145,1217832,28922,52061,4672,5539412,142605,616621
9,100,400,4,2,16,91760,26958,14745,74,52459,28989,39840
9,100,400,8,2,16,91760,26958,14745,88,61926,26873,53471
9,100,400,12,2,16,91760,26958,14745,85,60165,29131,53366
9,100,400,16,2,16,91760,26958,14745,125,62266,26860,53624
10,100,400,4,3,57,202491,31775,17558,36,45194,29598,38222
10,100,400,8,3,57,202491,31775,17558,111,64134,27032,52964
10,100,400,12,3,57,202491,31775,17558,71,65664,26285,53259
10,100,400,16,3,57,202491,31775,17558,83,64038,27663,51615
11,100,400,4,-1,45,20771,12796,10693,4,21363,13709,12510
11,100,400,8,-1,45,20771,12796,10693,4,20906,16930,12170
11,100,400,12,-1,45,20771,12796,10693,5,21301,12924,12492
11,100,400,16,-1,45,20771,12796,10693,5,21189,12997,12467
12,100,400,4,3,50,237701,25420,19597,50,42616,28449,32410
12,100,400,8,3,50,237701,25420,19597,77,61792,25309,55465
12,100,400,12,3,50,237701,25420,19597,92,63468,23706,53385
12,100,400,16,3,50,237701,25420,19597,89,62189,28008,52808
13,100,400,4,1,7,21520,11976,11202,44,44972,25620,37749
13,100,400,8,1,7,21520,11976,11202,89,58027,31249,51311
13,100,400,12,1,7,21520,11976,11202,96,62698,25484,55636
13,100,400,16,1,7,21520,11976,11202,106,65281,22625,53575
14,100,400,4,4,77,762632,26496,36959,76,47506,26872,40905
14,100,400,8,4,77,762632,26496,36959,72,62417,27097,54049
14,100,400,12,4,77,762632,26496,36959,53,59635,22714,53314
14,100,400,16,4,77,762632,26496,36959,69,64793,23024,52705
15,100,400,4,3,59,192731,27467,18485,38,44416,22007,39124
15,100,400,8,3,59,192731,27467,18485,62,71945,31983,52603
15,100,400,12,3,59,192731,27467,18485,191,69083,27698,52846
15,100,400,16,3,59,192731,27467,18485,235,66464,26622,51493
16,100,400,4,3,38,59170,23393,14838,35,30463,26965,23745
16,100,400,8,3,38,59170,23393,14838,87,61869,26971,55335
16,100,400,12,3,38,59170,23393,14838,79,67326,35762,55695
16,100,400,16,3,38,59170,23393,14838,99,63984,29801,75856
17,100,400,4,4,226,650473,27566,34639,75,43343,26659,40446
17,100,400,8,4,226,650473,27566,34639,128,62489,29805,56705
17,100,400,12,4,226,650473,27566,34639,54,64363,27221,51684
17,100,400,16,4,226,650473,27566,34639,145,67506,25639,53249
18,100,400,4,4,82,788574,26976,38575,43,49450,22976,28392
18,100,400,8,4,82,788574,26976,38575,84,32613,27702,52168
18,100,400,12,4,82,788574,26976,38575,84,62056,27263,54092
18,100,400,16,4,82,788574,26976,38575,85,64548,34601,53600
19,100,400,4,-1,24,23601,29831,12999,4,21079,12506,13583
19,100,400,8,-1,24,23601,29831,12999,3,20632,12615,13002
19,100,400,12,-1,24,23601,29831,12999,5,20985,12858,13293
19,100,400,16,-1,24,23601,29831,12999,4,20816,12428,12676
20,100,400,4,6,119,1167365,28547,54106,1945,2861921,35054,358882
20,100,400,8,6,119,1167365,28547,54106,103,28611,26486,32085
20,100,400,12,6,119,1167365,28547,54106,91,64106,31710,42764
20,100,400,16,6,119,1167365,28547,54106,131,43069,23618,51537
21,100,400,4,3,21,174651,29041,19942,34,43143,26634,27583
21,100,400,8,3,21,174651,29041,19942,103,64830,29297,51200
21,100,400,12,3,21,174651,29041,19942,127,66606,27632,52595
21,100,400,16,3,21,174651,29041,19942,87,62447,31562,51081
22,100,400,4,4,60,361704,26543,23887,42,34152,28358,26766
22,100,400,8,4,60,361704,26543,23887,79,65091,30453,53014
22,100,400,12,4,60,361704,26543,23887,77,61954,27852,53231
22,100,400,16,4,60,361704,26543,23887,88,64578,31371,51506
23,100,400,4,-1,135,1125347,31477,20485,2459,3409246,40467,305018
23,100,400,8,-1,135,1125347,31477,20485,5302,4667775,35412,542275
23,100,400,12,-1,135,1125347,31477,20485,4905,3859700,43188,672653
23,100,400,16,-1,135,1125347,31477,20485,19159,4666463,49409,564665
24,100,400,4,2,13,74752,27650,14830,48,39016,26146,35263
24,100,400,8,2,13,74752,27650,14830,90,54233,22970,48517
24,100,400,12,2,13,74752,27650,14830,72,53699,24961,50294
24,100,400,16,2,13,74752,27650,14830,56,61249,27759,49153
25,100,400,4,4,193,648962,26783,34207,39,43052,31726,36421
25,100,400,8,4,193,648962,26783,34207,79,59718,27022,53355
25,100,400,12,4,193,648962,26783,34207,80,62401,22678,53607
25,100,400,16,4,193,648962,26783,34207,69,62233,31158,55376
26,100,400,4,3,30,271154,29797,21495,67,50710,24049,40945
26,100,400,8,3,30,271154,29797,21495,103,62226,27395,50784
26,100,400,12,3,30,271154,29797,21495,64,62413,24272,54291
26,100,400,16,3,30,271154,29797,21495,60,62042,22701,55418
27,100,400,4,1,8,22460,26931,14696,35,41351,26789,32767
27,100,400,8,1,8,22460,26931,14696,66,65423,23531,57723
27,100,400,12,1,8,22460,26931,14696,93,65020,28383,53307
27,100,400,16,1,8,22460,26931,14696,54,62237,24321,52847
28,100,400,4,4,62,471274,22812,28306,31,40852,23226,30020
28,100,400,8,4,62,471274,22812,28306,56,63762,27348,51300
28,100,400,12,4,62,471274,22812,28306,78,62536,26787,53643
28,100,400,16,4,62,471274,22812,28306,55,62460,22740,53666
29,100,400,4,3,31,300635,23717,21387,58,51153,25267,41248
29,100,400,8,3,31,300635,23717,21387,85,65836,27185,53851
29,100,400,12,3,31,300635,23717,21387,74,66316,37702,59617
29,100,400,16,3,31,300635,23717,21387,64,62471,23494,52412
30,100,400,4,3,38,335705,22967,23349,42,56707,26507,44863
30,100,400,8,3,38,335705,22967,23349,104,30494,25101,53292
30,100,400,12,3,38,335705,22967,23349,97,64030,29456,55561
30,100,400,16,3,38,335705,22967,23349,99,61338,30496,52759
31,100,400,4,3,21,179334,34526,18741,33,37797,28985,29411
31,100,400,8,3,21,179334,34526,18741,116,63092,26084,53343
31,100,400,12,3,21,179334,34526,18741,96,71118,22867,53274
31,100,400,16,3,21,179334,34526,18741,94,62299,27101,55715
32,100,400,4,4,59,646729,27685,34043,52,45715,28985,34385
32,100,400,8,4,59,646729,27685,34043,88,63730,25481,16985
32,100,400,12,4,59,646729,27685,34043,100,48168,26694,55094
32,100,400,16,4,59,646729,27685,34043,88,62666,22699,55420
33,100,400,4,0,3,1,12791,11076,29,34201,27628,25304
33,100,400,8,0,3,1,12791,11076,147,61655,23582,51962
33,100,400,12,0,3,1,12791,11076,68,62263,22837,50679
33,100,400,16,0,3,1,12791,11076,86,62292,22719,49474
34,100,400,4,1,8,22859,23668,12706,54,47340,27765,34673
34,100,400,8,1,8,22859,23668,12706,178,68604,28182,50313
34,100,400,12,1,8,22859,23668,12706,179,64747,28570,50687
34,100,400,16,1,8,22859,23668,12706,99,61852,29772,49072
35,100,400,4,1,23,23221,14230,13677,130,47490,28174,38984
35,100,400,8,1,23,23221,14230,13677,196,64799,25716,49270
35,100,400,12,1,23,23221,14230,13677,122,63736,34078,47170
35,100,400,16,1,23,23221,14230,13677,221,64810,26566,44427
36,100,400,4,3,120,367428,36097,23362,137,53158,32205,43623
36,100,400,8,3,120,367428,36097,23362,245,65688,28654,53461
36,100,400,12,3,120,367428,36097,23362,213,65633,25825,48680
36,100,400,16,3,120,367428,36097,23362,81,62222,31857,46489
37,100,400,4,4,141,648687,29456,34167,121,46173,30575,27865
37,100,400,8,4,141,648687,29456,34167,171,63850,26948,42835
37,100,400,12,4,141,648687,29456,34167,171,44084,27846,45047
37,100,400,16,4,141,648687,29456,34167,192,47699,31105,46635
38,100,400,4,2,36,64028,27471,14909,134,45391,22440,30043
38,100,400,8,2,36,64028,27471,14909,79,65343,34780,47292
38,100,400,12,2,36,64028,27471,14909,192,62249,28734,46966
38,100,400,16,2,36,64028,27471,14909,56,43653,28327,43339
39,100,400,4,2,33,61001,25937,12665,37,41884,26942,30429
39,100,400,8,2,33,61001,25937,12665,195,70449,31749,44741
39,100,400,12,2,33,61001,25937,12665,195,58566,32373,46792
39,100,400,16,2,33,61001,25937,12665,176,61869,26019,24084
0,100,450,4,4,191,181390,31169,17393,235,34120,30293,14135
0,100,450,8,4,191,181390,31169,17393,616,66546,31170,55110
0,100,450,12,4,191,181390,31169,17393,577,62699,27346,55700
0,100,450,16,4,191,181390,31169,17393,754,61948,27470,22270
1,100,450,4,4,217,576983,31718,29809,1243,45525,29682,31974
1,100,450,8,4,217,576983,31718,29809,731,68627,29462,47586
1,100,450,12,4,217,576983,31718,29809,1164,66668,25946,55451
1,100,450,16,4,217,576983,31718,29809,438,67434,27377,56205
2,100,450,4,3,267,164871,22993,16656,170,42286,26021,28335
2,100,450,8,3,267,164871,22993,16656,1495,71021,28910,55470
2,100,450,12,3,267,164871,22993,16656,228,70327,29772,57970
2,100,450,16,3,267,164871,22993,16656,437,76763,27963,55675
3,100,450,4,3,94,264207,23079,16755,136,32036,28488,35827
3,100,450,8,3,94,264207,23079,16755,244,73685,25064,53329
3,100,450,12,3,94,264207,23079,16755,363,67082,23361,59119
3,100,450,16,3,94,264207,23079,16755,1022,67245,27773,57648
4,100,450,4,5,283,1099564,33181,21726,8697,5355676,35479,405941
4,100,450,8,5,283,1099564,33181,21726,6171,31339,144231,55293
4,100,450,12,5,283,1099564,33181,21726,588,139455,34492,167593
4,100,450,16,5,283,1099564,33181,21726,141,70735,133411,59642
5,100,450,4,3,258,696260,26870,25846,373,62568,25186,47810
5,100,450,8,3,258,696260,26870,25846,130,70451,24061,55697
5,100,450,12,3,258,696260,26870,25846,136,68360,30178,57146
5,100,450,16,3,258,696260,26870,25846,475,68418,34926,59764
6,100,450,4,3,68,349542,29152,23542,261,59183,34192,45224
6,100,450,8,3,68,349542,29152,23542,125,62854,27597,55767
6,100,450,12,3,68,349542,29152,23542,282,61570,26485,53890
6,100,450,16,3,68,349542,29152,23542,153,61764,30188,53091
7,100,450,4,2,46,44089,22470,12685,77,35196,24325,28689
7,100,450,8,2,46,44089,22470,12685,248,61778,29528,56472
7,100,450,12,2,46,44089,22470,12685,393,62012,26048,55459
7,100,450,16,2,46,44089,22470,12685,298,62502,31600,51493
8,100,450,4,4,141,882063,29463,36170,291,45909,30378,38107
8,100,450,8,4,141,882063,29463,36170,107,61286,30481,55582
8,100,450,12,4,141,882063,29463,36170,334,58562,27564,53477
8,100,450,16,4,141,882063,29463,36170,122,56478,28714,51473
