attempt,nodes,edges,n,distance,local_searcher-local_nodes,local_searcher-remote_nodes,remote_searcher-local_nodes,remote_searcher-remote_nodes,local_searcher-local_nodes-transitive,local_searcher-remote_nodes-transitive,remote_searcher-local_nodes-transitive,remote_searcher-remote_nodes-transitive
29,100,300,16,5,64,15047,519,17284,48,17572,545,19297
30,100,300,4,4,54,9946,415,8273,33,7167,392,7894
30,100,300,8,4,54,9946,415,8273,69,15604,551,17283
30,100,300,12,4,54,9946,415,8273,49,21314,700,21203
30,100,300,16,4,54,9946,415,8273,53,18801,393,15655
31,100,300,4,3,21,4535,395,2217,26,4780,347,6206
31,100,300,8,3,21,4535,395,2217,67,28191,524,18169
31,100,300,12,3,21,4535,395,2217,60,18473,467,17395
31,100,300,16,3,21,4535,395,2217,99,17766,544,19280
32,100,300,4,4,42,9211,481,8977,29,7845,480,7271
32,100,300,8,4,42,9211,481,8977,47,15510,412,21803
32,100,300,12,4,42,9211,481,8977,73,17093,411,15196
32,100,300,16,4,42,9211,481,8977,61,18772,420,17836
33,100,300,4,5,149,12773,377,11455,905,340885,1367,358667
33,100,300,8,5,149,12773,377,11455,44,18032,748,16564
33,100,300,12,5,149,12773,377,11455,74,13936,690,16572
33,100,300,16,5,149,12773,377,11455,85,15352,489,13984
34,100,300,4,2,14,2184,961,1437,28,7533,491,7173
34,100,300,8,2,14,2184,961,1437,47,16874,477,16394
34,100,300,12,2,14,2184,961,1437,91,15928,687,15186
34,100,300,16,2,14,2184,961,1437,63,16595,417,15771
35,100,300,4,-1,180,22291,727,16214,2133,539226,1784,542105
35,100,300,8,-1,180,22291,727,16214,4333,1389331,3763,1365787
35,100,300,12,-1,180,22291,727,16214,3607,1423347,5090,1401580
35,100,300,16,-1,180,22291,727,16214,4226,1306008,3297,1275352
36,100,300,4,5,139,17399,548,13056,1103,443926,1461,366552
36,100,300,8,5,139,17399,548,13056,116,21987,389,16877
36,100,300,12,5,139,17399,548,13056,109,17263,424,18930
36,100,300,16,5,139,17399,548,13056,90,18322,655,19304
37,100,300,4,4,101,12593,444,13558,51,9168,655,29060
37,100,300,8,4,101,12593,444,13558,119,18823,361,15861
37,100,300,12,4,101,12593,444,13558,92,17925,389,15217
37,100,300,16,4,101,12593,444,13558,91,16858,671,17084
38,100,300,4,0,42,3,396,724,4,631,355,670
38,100,300,8,0,42,3,396,724,3,577,263,752
38,100,300,12,0,42,3,396,724,3,719,406,651
38,100,300,16,0,42,3,396,724,2,658,216,716
39,100,300,4,5,86,8779,493,7284,691,261109,1291,248154
39,100,300,8,5,86,8779,493,7284,51,14757,504,20847
39,100,300,12,5,86,8779,493,7284,63,17088,418,14185
39,100,300,16,5,86,8779,493,7284,81,15165,485,15860
0,100,350,4,4,178,12998,3290,6895,306,8611,1057,5346
0,100,350,8,4,178,12998,3290,6895,422,23634,1688,22943
0,100,350,12,4,178,12998,3290,6895,439,21253,1219,19501
0,100,350,16,4,178,12998,3290,6895,314,22054,1024,33102
1,100,350,4,3,76,8360,1187,3454,222,8948,877,8282
1,100,350,8,3,76,8360,1187,3454,328,22019,728,19629
1,100,350,12,3,76,8360,1187,3454,344,24607,1126,22914
1,100,350,16,3,76,8360,1187,3454,311,25521,847,19204
2,100,350,4,4,79,10320,818,5905,75,5984,1123,6351
2,100,350,8,4,79,10320,818,5905,262,21979,1133,20624
2,100,350,12,4,79,10320,818,5905,261,22497,962,20278
2,100,350,16,4,79,10320,818,5905,289,25449,755,17245
3,100,350,4,-1,361,36384,990,21104,5443,811376,2681,651929
3,100,350,8,-1,361,36384,990,21104,8059,1476314,4978,1392560
3,100,350,12,-1,361,36384,990,21104,6607,1396601,4365,1445651
3,100,350,16,-1,361,36384,990,21104,7518,1476514,4268,1430818
4,100,350,4,0,22,2,849,261,164,13846,749,11834
4,100,350,8,0,22,2,849,261,56,17655,649,17995
4,100,350,12,0,22,2,849,261,123,16244,626,17054
4,100,350,16,0,22,2,849,261,73,18385,757,17160
5,100,350,4,1,36,694,625,1020,82,9307,690,13572
5,100,350,8,1,36,694,625,1020,130,19857,891,21315
5,100,350,12,1,36,694,625,1020,100,38159,767,15606
5,100,350,16,1,36,694,625,1020,109,16299,511,17603
6,100,350,4,2,27,1386,520,1433,181,6349,472,4812
6,100,350,8,2,27,1386,520,1433,93,16906,910,19130
6,100,350,12,2,27,1386,520,1433,97,21960,1149,23877
6,100,350,16,2,27,1386,520,1433,59,18385,588,19117
7,100,350,4,4,118,14004,705,13920,36,9767,600,9867
7,100,350,8,4,118,14004,705,13920,64,24903,550,18871
7,100,350,12,4,118,14004,705,13920,81,16897,578,14645
7,100,350,16,4,118,14004,705,13920,71,17880,1113,23553
8,100,350,4,5,146,16943,637,10937,1297,442169,1581,411255
8,100,350,8,5,146,16943,637,10937,89,14291,422,19830
8,100,350,12,5,146,16943,637,10937,75,14068,469,22371
8,100,350,16,5,146,16943,637,10937,72,15872,561,18568
9,100,350,4,3,15,2650,605,3716,28,4801,984,6826
9,100,350,8,3,15,2650,605,3716,107,18420,444,18237
9,100,350,12,3,15,2650,605,3716,98,16093,498,18136
9,100,350,16,3,15,2650,605,3716,124,19925,653,17083
10,100,350,4,5,235,13001,602,10121,1115,356355,1721,342188
10,100,350,8,5,235,13001,602,10121,89,15601,556,15786
10,100,350,12,5,235,13001,602,10121,58,24005,626,17462
10,100,350,16,5,235,13001,602,10121,57,15918,485,19369
11,100,350,4,4,59,13033,804,9609,45,9956,685,8476
11,100,350,8,4,59,13033,804,9609,74,15536,686,16980
11,100,350,12,4,59,13033,804,9609,77,18907,463,17556
11,100,350,16,4,59,13033,804,9609,62,17872,495,15866
12,100,350,4,-1,12,689,505,295,5,835,689,583
12,100,350,8,-1,12,689,505,295,6,655,489,616
12,100,350,12,-1,12,689,505,295,5,357,458,575
12,100,350,16,-1,12,689,505,295,5,656,343,741
13,100,350,4,4,43,12889,534,10305,37,7369,457,9883
13,100,350,8,4,43,12889,534,10305,84,21705,423,18257
13,100,350,12,4,43,12889,534,10305,408,22388,467,19463
13,100,350,16,4,43,12889,534,10305,95,19692,544,18122
14,100,350,4,4,54,17343,722,8366,57,8405,671,10566
14,100,350,8,4,54,17343,722,8366,78,22223,767,16368
14,100,350,12,4,54,17343,722,8366,85,19157,476,20111
14,100,350,16,4,54,17343,722,8366,77,37711,608,17154
15,100,350,4,5,141,20447,694,14810,1820,550338,2675,551145
15,100,350,8,5,141,20447,694,14810,111,21980,439,14499
15,100,350,12,5,141,20447,694,14810,87,21100,579,16490
15,100,350,16,5,141,20447,694,14810,74,18788,538,19412
16,100,350,4,3,16,1906,521,2689,27,5684,395,5935
16,100,350,8,3,16,1906,521,2689,69,21246,495,17323
16,100,350,12,3,16,1906,521,2689,95,21064,611,26225
16,100,350,16,3,16,1906,521,2689,68,21666,598,20049
17,100,350,4,2,26,3152,755,2899,56,12343,694,10718
17,100,350,8,2,26,3152,755,2899,66,17592,685,20498
17,100,350,12,2,26,3152,755,2899,78,17152,469,18292
17,100,350,16,2,26,3152,755,2899,93,17662,588,21928
18,100,350,4,3,25,4572,692,4776,32,5177,369,7330
18,100,350,8,3,25,4572,692,4776,113,19989,466,18782
18,100,350,12,3,25,4572,692,4776,93,17265,504,14253
18,100,350,16,3,25,4572,692,4776,82,16005,679,19862
19,100,350,4,4,32,6416,419,5709,21,4097,485,4113
19,100,350,8,4,32,6416,419,5709,87,22016,626,14112
19,100,350,12,4,32,6416,419,5709,72,20545,536,17066
19,100,350,16,4,32,6416,419,5709,91,15093,570,17691
20,100,350,4,4,53,10830,605,27642,38,8924,611,13966
20,100,350,8,4,53,10830,605,27642,84,18780,524,20158
20,100,350,12,4,53,10830,605,27642,81,21173,492,19585
20,100,350,16,4,53,10830,605,27642,73,16835,624,19306
21,100,350,4,1,7,742,571,885,53,11791,525,10816
21,100,350,8,1,7,742,571,885,75,19537,626,16418
21,100,350,12,1,7,742,571,885,89,17778,520,16786
21,100,350,16,1,7,742,571,885,71,20654,487,15164
22,100,350,4,4,44,9759,484,12936,37,7850,589,7295
22,100,350,8,4,44,9759,484,12936,95,14968,598,21690
22,100,350,12,4,44,9759,484,12936,103,18250,574,18406
22,100,350,16,4,44,9759,484,12936,113,15506,498,18154
23,100,350,4,5,116,20835,560,17599,2307,638789,2077,620148
23,100,350,8,5,116,20835,560,17599,151,18962,509,35593
23,100,350,12,5,116,20835,560,17599,72,20635,639,20704
23,100,350,16,5,116,20835,560,17599,66,20980,479,18490
24,100,350,4,4,125,12367,498,11399,36,11989,512,12209
24,100,350,8,4,125,12367,498,11399,95,20407,529,16229
24,100,350,12,4,125,12367,498,11399,74,20125,557,20004
24,100,350,16,4,125,12367,498,11399,63,18195,703,17962
25,100,350,4,6,125,18765,663,18290,1156,375171,1602,376520
25,100,350,8,6,125,18765,663,18290,83,18478,497,15721
25,100,350,12,6,125,18765,663,18290,73,20139,556,18220
25,100,350,16,6,125,18765,663,18290,73,16813,561,16173
26,100,350,4,5,128,20139,493,13772,1634,546172,2043,565092
26,100,350,8,5,128,20139,493,13772,81,17222,720,20772
26,100,350,12,5,128,20139,493,13772,63,16752,730,18194
26,100,350,16,5,128,20139,493,13772,63,23529,751,21321
27,100,350,4,5,125,19572,661,17025,1246,485905,1881,476313
27,100,350,8,5,125,19572,661,17025,54,23075,566,17114
27,100,350,12,5,125,19572,661,17025,67,15698,483,19477
27,100,350,16,5,125,19572,661,17025,69,15270,499,18484
28,100,350,4,3,16,2678,477,1733,20,4928,476,7250
28,100,350,8,3,16,2678,477,1733,95,20363,672,16645
28,100,350,12,3,16,2678,477,1733,78,14201,635,18033
28,100,350,16,3,16,2678,477,1733,63,15002,619,24315
29,100,350,4,-1,7,436,758,1320,4,535,348,711
29,100,350,8,-1,7,436,758,1320,2,566,439,680
29,100,350,12,-1,7,436,758,1320,3,303,453,736
29,100,350,16,-1,7,436,758,1320,3,347,538,751
30,100,350,4,4,104,10217,611,8797,31,8710,400,7358
30,100,350,8,4,104,10217,611,8797,66,16710,406,18852
30,100,350,12,4,104,10217,611,8797,70,15445,501,19829
30,100,350,16,4,104,10217,611,8797,88,17504,614,23214
31,100,350,4,5,65,15646,454,10018,997,362278,1703,390346
31,100,350,8,5,65,15646,454,10018,91,19058,525,17075
31,100,350,12,5,65,15646,454,10018,102,22465,655,17949
31,100,350,16,5,65,15646,454,10018,51,16351,487,18963
32,100,350,4,5,107,16541,598,19510,1544,537711,2146,527379
32,100,350,8,5,107,16541,598,19510,53,19917,848,18480
32,100,350,12,5,107,16541,598,19510,117,20606,597,15973
32,100,350,16,5,107,16541,598,19510,66,15659,469,18458
33,100,350,4,4,106,15363,540,10987,40,14161,706,15183
33,100,350,8,4,106,15363,540,10987,48,33852,753,15186
33,100,350,12,4,106,15363,540,10987,68,15701,525,18181
33,100,350,16,4,106,15363,540,10987,59,18476,448,17795
34,100,350,4,-1,8,373,335,575,3,552,299,388
34,100,350,8,-1,8,373,335,575,2,681,427,508
34,100,350,12,-1,8,373,335,575,3,558,368,623
34,100,350,16,-1,8,373,335,575,3,393,390,736
35,100,350,4,4,65,10893,468,7063,30,7351,537,8632
35,100,350,8,4,65,10893,468,7063,94,15580,592,21351
35,100,350,12,4,65,10893,468,7063,70,17636,521,15343
35,100,350,16,4,65,10893,468,7063,68,15005,555,16965
36,100,350,4,4,127,14838,499,9634,76,9225,603,8573
36,100,350,8,4,127,14838,499,9634,52,18247,521,15925
36,100,350,12,4,127,14838,499,9634,69,20189,537,17278
36,100,350,16,4,127,14838,499,9634,102,14950,600,20061
37,100,350,4,5,121,23232,686,18905,1763,596339,2080,602277
37,100,350,8,5,121,23232,686,18905,99,17754,500,20602
37,100,350,12,5,121,23232,686,18905,68,17830,517,22270
37,100,350,16,5,121,23232,686,18905,74,23496,781,21195
38,100,350,4,3,30,5769,429,6906,39,10560,552,9048
38,100,350,8,3,30,5769,429,6906,50,14840,651,19633
38,100,350,12,3,30,5769,429,6906,72,20897,761,15747
38,100,350,16,3,30,5769,429,6906,65,15025,445,15736
39,100,350,4,4,42,8473,726,7511,43,6782,495,8899
39,100,350,8,4,42,8473,726,7511,69,16619,582,41082
39,100,350,12,4,42,8473,726,7511,54,19597,957,18430
39,100,350,16,4,42,8473,726,7511,54,17189,588,17797
0,100,400,4,5,587,39454,2861,13532,10095,922666,3319,727230
0,100,400,8,5,587,39454,2861,13532,280,18777,1170,15843
0,100,400,12,5,587,39454,2861,13532,750,16709,1095,21486
0,100,400,16,5,587,39454,2861,13532,243,19425,872,17706
1,100,400,4,3,82,9790,771,9006,131,14838,1038,15470
1,100,400,8,3,82,9790,771,9006,160,25015,1091,22592
1,100,400,12,3,82,9790,771,9006,820,21680,840,21220
1,100,400,16,3,82,9790,771,9006,198,23600,929,20348
2,100,400,4,4,111,12680,808,7398,93,8387,734,11168
2,100,400,8,4,111,12680,808,7398,348,21045,906,18068
2,100,400,12,4,111,12680,808,7398,233,19221,842,19679
2,100,400,16,4,111,12680,808,7398,195,21339,1066,18039
3,100,400,4,6,289,30308,635,20317,10009,836680,2839,749050
3,100,400,8,6,289,30308,635,20317,186,21601,819,19192
3,100,400,12,6,289,30308,635,20317,114,18169,572,21793
3,100,400,16,6,289,30308,635,20317,229,17938,685,21202
4,100,400,4,1,23,755,1053,1121,115,9892,888,11236
4,100,400,8,1,23,755,1053,1121,174,16926,696,18535
4,100,400,12,1,23,755,1053,1121,132,18222,746,18727
4,100,400,16,1,23,755,1053,1121,171,16954,565,18657
5,100,400,4,3,74,8123,670,7154,66,10295,964,14981
5,100,400,8,3,74,8123,670,7154,132,25174,672,24617
5,100,400,12,3,74,8123,670,7154,222,23104,828,22420
5,100,400,16,3,74,8123,670,7154,108,19095,541,19888
6,100,400,4,-1,303,26071,595,17633,4321,913355,3389,823735
6,100,400,8,-1,303,26071,595,17633,7268,1671634,6219,1660646
6,100,400,12,-1,303,26071,595,17633,6648,1711189,4563,1581915
6,100,400,16,-1,303,26071,595,17633,5605,1591083,4663,1461769
7,100,400,4,3,75,6190,675,6774,62,9173,759,10391
7,100,400,8,3,75,6190,675,6774,95,15092,914,17526
7,100,400,12,3,75,6190,675,6774,73,16212,575,16426
7,100,400,16,3,75,6190,675,6774,87,15943,633,18168
8,100,400,4,-1,148,32245,629,22901,2784,858251,3521,844257
8,100,400,8,-1,148,32245,629,22901,4236,1478320,4163,1468324
8,100,400,12,-1,148,32245,629,22901,4781,1443812,4320,1414018
8,100,400,16,-1,148,32245,629,22901,5576,1461388,4232,1421692
9,100,400,4,2,19,2712,393,2311,40,13120,597,13069
9,100,400,8,2,19,2712,393,2311,70,18966,500,15959
9,100,400,12,2,19,2712,393,2311,58,21814,675,13169
9,100,400,16,2,19,2712,393,2311,65,18624,586,16031
10,100,400,4,3,33,4554,613,5071,47,8780,658,7608
10,100,400,8,3,33,4554,613,5071,80,15108,655,15941
10,100,400,12,3,33,4554,613,5071,80,18799,691,19176
10,100,400,16,3,33,4554,613,5071,79,19497,1057,38832
11,100,400,4,-1,7,487,704,988,8,796,706,1001
11,100,400,8,-1,7,487,704,988,3,744,638,1022
11,100,400,12,-1,7,487,704,988,4,594,461,1051
11,100,400,16,-1,7,487,704,988,17,842,483,790
12,100,400,4,3,22,5767,507,5332,36,7795,514,8149
12,100,400,8,3,22,5767,507,5332,73,15737,619,17681
12,100,400,12,3,22,5767,507,5332,81,15864,555,17832
12,100,400,16,3,22,5767,507,5332,93,18755,494,15955
13,100,400,4,1,8,668,520,910,35,10170,699,9903
13,100,400,8,1,8,668,520,910,77,18062,528,16116
13,100,400,12,1,8,668,520,910,57,16317,507,19757
13,100,400,16,1,8,668,520,910,96,14741,530,15738
14,100,400,4,4,82,16864,523,10171,40,11173,609,10838
14,100,400,8,4,82,16864,523,10171,72,15791,672,17488
14,100,400,12,4,82,16864,523,10171,71,14686,657,17118
14,100,400,16,4,82,16864,523,10171,66,16484,857,15124
15,100,400,4,3,39,4340,478,4463,34,9101,652,8429
15,100,400,8,3,39,4340,478,4463,82,16383,697,14924
15,100,400,12,3,39,4340,478,4463,85,17183,606,15470
15,100,400,16,3,39,4340,478,4463,70,15721,653,15913
16,100,400,4,3,35,2137,468,1193,19,3528,650,6156
16,100,400,8,3,35,2137,468,1193,80,18796,581,17461
16,100,400,12,3,35,2137,468,1193,78,18511,712,19779
16,100,400,16,3,35,2137,468,1193,69,20116,728,16232
17,100,400,4,4,62,15965,687,14156,38,10575,565,9994
17,100,400,8,4,62,15965,687,14156,56,20990,1317,16593
17,100,400,12,4,62,15965,687,14156,106,17407,794,16054
17,100,400,16,4,62,15965,687,14156,87,16030,579,16332
18,100,400,4,4,79,18791,567,13232,55,14560,566,12974
18,100,400,8,4,79,18791,567,13232,85,18364,702,17223
18,100,400,12,4,79,18791,567,13232,112,16932,621,20718
18,100,400,16,4,79,18791,567,13232,70,17991,664,16593
19,100,400,4,-1,6,373,500,726,3,603,415,373
19,100,400,8,-1,6,373,500,726,3,755,370,513
19,100,400,12,-1,6,373,500,726,672,611,365,508
19,100,400,16,-1,6,373,500,726,3,649,386,563
20,100,400,4,6,113,20281,497,14641,2606,618380,2452,638424
20,100,400,8,6,113,20281,497,14641,92,16793,697,18792
20,100,400,12,6,113,20281,497,14641,100,19029,506,19535
20,100,400,16,6,113,20281,497,14641,66,20372,689,17966
21,100,400,4,3,56,4325,545,3369,44,7576,535,6971
21,100,400,8,3,56,4325,545,3369,52,16111,629,15738
21,100,400,12,3,56,4325,545,3369,68,15475,652,17514
21,100,400,16,3,56,4325,545,3369,81,15175,616,16689
22,100,400,4,4,75,9372,512,6570,29,4982,472,7183
22,100,400,8,4,75,9372,512,6570,93,17986,456,14380
22,100,400,12,4,75,9372,512,6570,86,16910,735,17147
22,100,400,16,4,75,9372,512,6570,93,15612,590,16007
23,100,400,4,-1,120,23518,708,19203,2383,820570,3712,771882
23,100,400,8,-1,120,23518,708,19203,4211,1410619,4333,1511190
23,100,400,12,-1,120,23518,708,19203,4729,1638540,5827,1501538
23,100,400,16,-1,120,23518,708,19203,4053,1549764,4433,1485607
24,100,400,4,2,20,2174,537,2720,60,10069,438,11142
24,100,400,8,2,20,2174,537,2720,73,17337,561,19981
24,100,400,12,2,20,2174,537,2720,77,19106,793,18601
24,100,400,16,2,20,2174,537,2720,60,18991,658,19195
25,100,400,4,4,116,12383,566,9759,67,9244,531,9985
25,100,400,8,4,116,12383,566,9759,76,30216,803,18276
25,100,400,12,4,116,12383,566,9759,63,18203,586,22260
25,100,400,16,4,116,12383,566,9759,75,18664,528,18467
26,100,400,4,3,63,6054,423,4520,43,10383,400,10029
26,100,400,8,3,63,6054,423,4520,86,15543,505,16532
26,100,400,12,3,63,6054,423,4520,71,16749,469,16672
26,100,400,16,3,63,6054,423,4520,103,18632,481,15998
27,100,400,4,1,24,668,581,359,30,6010,498,6976
27,100,400,8,1,24,668,581,359,63,15683,424,16583
27,100,400,12,1,24,668,581,359,89,19792,498,21025
27,100,400,16,1,24,668,581,359,102,17038,467,17019
28,100,400,4,4,43,9648,516,6691,32,7760,439,6822
28,100,400,8,4,43,9648,516,6691,71,17602,397,16570
28,100,400,12,4,43,9648,516,6691,80,17472,404,15636
28,100,400,16,4,43,9648,516,6691,55,14484,493,17470
29,100,400,4,3,43,4976,479,6081,40,11241,517,11349
29,100,400,8,3,43,4976,479,6081,54,15729,464,16200
29,100,400,12,3,43,4976,479,6081,69,17322,486,17567
29,100,400,16,3,43,4976,479,6081,85,15667,593,16308
30,100,400,4,3,37,8404,443,6735,60,11740,451,12958
30,100,400,8,3,37,8404,443,6735,70,15946,547,41498
30,100,400,12,3,37,8404,443,6735,57,15912,458,18325
30,100,400,16,3,37,8404,443,6735,70,16852,471,16735
31,100,400,4,3,25,5189,581,4820,31,5765,488,7055
31,100,400,8,3,25,5189,581,4820,69,17124,509,17807
31,100,400,12,3,25,5189,581,4820,76,16931,548,18663
31,100,400,16,3,25,5189,581,4820,71,15939,536,20754
32,100,400,4,4,72,11220,410,9515,39,8683,451,8747
32,100,400,8,4,72,11220,410,9515,71,16260,446,20348
32,100,400,12,4,72,11220,410,9515,68,19201,544,18124
32,100,400,16,4,72,11220,410,9515,64,17571,475,17522
33,100,400,4,0,4,1,838,372,43,7156,504,6336
33,100,400,8,0,4,1,838,372,69,16566,519,18125
33,100,400,12,0,4,1,838,372,70,16802,505,18099
33,100,400,16,0,4,1,838,372,90,15531,420,14941
34,100,400,4,1,8,587,427,383,40,8736,399,8796
34,100,400,8,1,8,587,427,383,56,14714,428,16357
34,100,400,12,1,8,587,427,383,70,21861,520,19505
34,100,400,16,1,8,587,427,383,86,18958,515,18642
35,100,400,4,1,9,519,461,793,53,11355,427,12863
35,100,400,8,1,9,519,461,793,71,14104,520,19069
35,100,400,12,1,9,519,461,793,73,14951,468,21851
35,100,400,16,1,9,519,461,793,108,17079,492,15172
36,100,400,4,3,55,8548,713,8981,58,15045,570,12990
36,100,400,8,3,55,8548,713,8981,78,18260,542,20598
36,100,400,12,3,55,8548,713,8981,83,18015,526,14829
36,100,400,16,3,55,8548,713,8981,71,15011,612,17942
37,100,400,4,4,52,10081,537,8179,35,7325,395,8506
37,100,400,8,4,52,10081,537,8179,80,19809,481,19984
37,100,400,12,4,52,10081,537,8179,84,18357,462,20387
37,100,400,16,4,52,10081,537,8179,70,15502,460,33390
38,100,400,4,2,27,2082,473,1661,49,8091,441,10336
38,100,400,8,2,27,2082,473,1661,73,24262,540,16254
38,100,400,12,2,27,2082,473,1661,73,16598,469,18249
38,100,400,16,2,27,2082,473,1661,64,16733,515,18242
39,100,400,4,2,14,1957,474,1492,63,9490,472,11542
39,100,400,8,2,14,1957,474,1492,61,19539,554,20046
39,100,400,12,2,14,1957,474,1492,77,19959,495,17287
39,100,400,16,2,14,1957,474,1492,67,18690,610,16627
0,100,450,4,4,103,8511,2845,4536,186,8420,1304,2868
0,100,450,8,4,103,8511,2845,4536,762,20735,968,22005
0,100,450,12,4,103,8511,2845,4536,396,22622,1112,19729
0,100,450,16,4,103,8511,2845,4536,354,19167,872,18433
1,100,450,4,4,235,21371,907,8704,128,10930,789,10296
1,100,450,8,4,235,21371,907,8704,466,21213,1231,21524
1,100,450,12,4,235,21371,907,8704,639,20876,910,25791
1,100,450,16,4,235,21371,907,8704,610,22739,1016,19180
2,100,450,4,3,55,6052,959,4819,82,7198,819,8307
2,100,450,8,3,55,6052,959,4819,257,24491,1179,21007
2,100,450,12,3,55,6052,959,4819,239,22702,819,28165
2,100,450,16,3,55,6052,959,4819,284,21343,1003,25440
3,100,450,4,3,56,8718,603,5920,153,10533,834,10925
3,100,450,8,3,56,8718,603,5920,351,19465,796,18539
3,100,450,12,3,56,8718,603,5920,247,30108,676,20732
3,100,450,16,3,56,8718,603,5920,360,21650,1078,22042
4,100,450,4,5,228,29892,796,16494,5779,978906,3378,810066
4,100,450,8,5,228,29892,796,16494,388,17402,762,21193
4,100,450,12,5,228,29892,796,16494,327,17357,832,20007
4,100,450,16,5,228,29892,796,16494,114,18253,809,19537
5,100,450,4,3,125,8717,681,6960,144,14139,793,18070
5,100,450,8,3,125,8717,681,6960,140,18198,717,20526
5,100,450,12,3,125,8717,681,6960,165,43188,605,15158
5,100,450,16,3,125,8717,681,6960,234,20618,970,20313
6,100,450,4,3,76,8744,1382,7607,84,14863,691,13530
6,100,450,8,3,76,8744,1382,7607,179,22304,1052,20125
6,100,450,12,3,76,8744,1382,7607,176,18016,606,20888
6,100,450,16,3,76,8744,1382,7607,132,18727,485,19835
7,100,450,4,2,17,1873,847,2156,50,5983,616,7883
7,100,450,8,2,17,1873,847,2156,166,17929,523,19837
7,100,450,12,2,17,1873,847,2156,145,17237,518,17137
7,100,450,16,2,17,1873,847,2156,162,19686,554,16547
8,100,450,4,4,136,15609,636,10417,66,10815,969,11249
8,100,450,8,4,136,15609,636,10417,125,17369,535,16009
8,100,450,12,4,136,15609,636,10417,317,16465,678,17162
8,100,450,16,4,136,15609,636,10417,170,18491,585,17163
9,100,450,4,3,112,9665,797,8566,78,11927,538,15225
9,100,450,8,3,112,9665,797,8566,144,17155,545,19391
9,100,450,12,3,112,9665,797,8566,164,20115,684,16197
9,100,450,16,3,112,9665,797,8566,193,21408,762,17755
10,100,450,4,2,38,2218,485,2348,72,16502,688,12907
10,100,450,8,2,38,2218,485,2348,186,17113,682,17498
10,100,450,12,2,38,2218,485,2348,113,18925,1006,16425
10,100,450,16,2,38,2218,485,2348,149,18679,693,16968
11,100,450,4,2,20,4165,566,3463,77,12539,727,14895
11,100,450,8,2,20,4165,566,3463,133,14968,540,15718
11,100,450,12,2,20,4165,566,3463,142,18375,677,18999
11,100,450,16,2,20,4165,566,3463,124,16207,525,15848
12,100,450,4,3,29,5727,549,4786,85,11774,519,11717
12,100,450,8,3,29,5727,549,4786,107,62394,623,17671
12,100,450,12,3,29,5727,549,4786,194,18204,551,14984
12,100,450,16,3,29,5727,549,4786,244,18168,546,16403
13,100,450,4,4,84,17278,474,10119,53,12639,572,10945
13,100,450,8,4,84,17278,474,10119,91,18330,478,16936
13,100,450,12,4,84,17278,474,10119,92,18472,611,18256
13,100,450,16,4,84,17278,474,10119,135,17025,638,16111
14,100,450,4,3,76,7572,483,9567,148,12919,536,13647
14,100,450,8,3,76,7572,483,9567,90,17177,439,17530
14,100,450,12,3,76,7572,483,9567,107,16222,422,17187
14,100,450,16,3,76,7572,483,9567,118,15485,564,18193
15,100,450,4,2,19,3668,552,1973,77,13564,510,13951
15,100,450,8,2,19,3668,552,1973,129,22985,547,19147
15,100,450,12,2,19,3668,552,1973,112,18259,555,20163
15,100,450,16,2,19,3668,552,1973,97,17969,722,18730
16,100,450,4,2,12,2282,564,1414,52,6599,520,7838
16,100,450,8,2,12,2282,564,1414,160,18421,581,18330
16,100,450,12,2,12,2282,564,1414,108,17285,638,20110
16,100,450,16,2,12,2282,564,1414,128,18334,620,17644
17,100,450,4,4,101,23192,663,12799,65,11481,496,17272
17,100,450,8,4,101,23192,663,12799,80,20400,707,17355
17,100,450,12,4,101,23192,663,12799,150,16829,683,17374
17,100,450,16,4,101,23192,663,12799,150,17333,677,18629
18,100,450,4,4,123,12875,571,10311,50,8820,611,11774
18,100,450,8,4,123,12875,571,10311,111,21211,617,16636
18,100,450,12,4,123,12875,571,10311,107,19274,741,24212
18,100,450,16,4,123,12875,571,10311,136,23130,508,40429
19,100,450,4,4,59,7841,570,5340,31,5366,464,4420
19,100,450,8,4,59,7841,570,5340,121,17890,713,17964
19,100,450,12,4,59,7841,570,5340,100,18358,649,15557
19,100,450,16,4,59,7841,570,5340,93,21168,700,17917
20,100,450,4,5,113,24060,726,17807,3132,845307,3044,865930
20,100,450,8,5,113,24060,726,17807,110,20260,757,21042
20,100,450,12,5,113,24060,726,17807,138,20957,539,16770
20,100,450,16,5,113,24060,726,17807,92,21645,633,17606
21,100,450,4,3,39,4558,389,2704,43,12008,517,9568
21,100,450,8,3,39,4558,389,2704,94,14584,407,18274
21,100,450,12,3,39,4558,389,2704,108,17805,452,16389
21,100,450,16,3,39,4558,389,2704,109,17853,533,18521
22,100,450,4,3,48,4668,457,4095,47,8147,432,11257
22,100,450,8,3,48,4668,457,4095,111,17960,419,15842
22,100,450,12,3,48,4668,457,4095,93,17192,461,20382
22,100,450,16,3,48,4668,457,4095,110,15249,627,17318
23,100,450,4,5,130,18997,464,15539,3332,870554,2913,824570
23,100,450,8,5,130,18997,464,15539,93,20403,762,20121
23,100,450,12,5,130,18997,464,15539,92,17865,485,21646
23,100,450,16,5,130,18997,464,15539,138,18598,978,16058
24,100,450,4,3,54,7787,644,6832,94,15584,707,15773
24,100,450,8,3,54,7787,644,6832,92,19133,875,17579
24,100,450,12,3,54,7787,644,6832,127,15710,634,17762
